# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,product_accession,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2254963,2255694,-,WP_000824855.1,WP_000824855.1,,ABC transporter permease,,,SL1344_RS11115,732,243,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2255678,2256625,-,,,,,,,SL1344_RS11120,948,,old_locus_tag=SL1344_2141
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2255678,2256625,-,WP_000569166.1,WP_000569166.1,,ABC transporter ATP-binding protein,,,SL1344_RS11120,948,315,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2256618,2257787,-,,,,,,,SL1344_RS11125,1170,,old_locus_tag=SL1344_2142
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2256618,2257787,-,WP_001278098.1,WP_001278098.1,,ABC transporter permease,,,SL1344_RS11125,1170,389,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2257791,2258708,-,,,,,,,SL1344_RS11130,918,,old_locus_tag=SL1344_2143
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2257791,2258708,-,WP_000155869.1,WP_000155869.1,,ABC transporter substrate-binding protein,,,SL1344_RS11130,918,305,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2258889,2261186,-,,,,,,,SL1344_RS11135,2298,,old_locus_tag=SL1344_2144
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2258889,2261186,-,WP_000871560.1,WP_000871560.1,,beta-glucosidase,,,SL1344_RS11135,2298,765,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2261453,2263183,+,,,,,,,SL1344_RS11140,1731,,old_locus_tag=SL1344_2145
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2261453,2263183,+,WP_000095232.1,WP_000095232.1,,D-lactate dehydrogenase,,,SL1344_RS11140,1731,576,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2263241,2264188,-,,,,,,,SL1344_RS11145,948,,old_locus_tag=SL1344_2146
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2263241,2264188,-,WP_000911555.1,WP_000911555.1,,D-alanyl-D-alanine endopeptidase,,,SL1344_RS11145,948,315,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2264079,2264354,-,,,,,,,SL1344_RS25540,276,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2264079,2264354,-,WP_014344104.1,WP_014344104.1,,hypothetical protein,,,SL1344_RS25540,276,91,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2264354,2264941,-,,,,,,,SL1344_RS11150,588,,old_locus_tag=SL1344_2147
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2264354,2264941,-,WP_001017057.1,WP_001017057.1,,YIP1 family protein,,,SL1344_RS11150,588,195,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2265073,2265669,+,,,,,,,SL1344_RS11155,597,,old_locus_tag=SL1344_2148
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2265073,2265669,+,WP_000930540.1,WP_000930540.1,,DedA family protein,,,SL1344_RS11155,597,198,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2265718,2266479,-,,,,,,,SL1344_RS11160,762,,old_locus_tag=SL1344_2149
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2265718,2266479,-,WP_000169608.1,WP_000169608.1,,SDR family oxidoreductase,,,SL1344_RS11160,762,253,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2266545,2267981,-,,,,,,,SL1344_RS11165,1437,,old_locus_tag=SL1344_2150
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2266545,2267981,-,WP_001081453.1,WP_001081453.1,,lipoprotein,,,SL1344_RS11165,1437,478,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2268299,2268382,+,,,,,,,SL1344_RS25545,84,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2268299,2268382,+,WP_000698460.1,WP_000698460.1,,membrane protein,,,SL1344_RS25545,84,27,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2268440,2269378,-,,,,,,,SL1344_RS11170,939,,old_locus_tag=SL1344_2151
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2268440,2269378,-,WP_001264832.1,WP_001264832.1,,tRNA dihydrouridine(16) synthase DusC,,,SL1344_RS11170,939,312,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2269487,2270680,-,,,,,,,SL1344_RS11175,1194,,old_locus_tag=SL1344_2152
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2269487,2270680,-,WP_000150103.1,WP_000150103.1,,monooxygenase,,,SL1344_RS11175,1194,397,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2270695,2271339,-,,,,,maiA,,SL1344_RS11180,645,,old_locus_tag=SL1344_2153
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2270695,2271339,-,WP_000781183.1,WP_000781183.1,,maleylacetoacetate isomerase,maiA,,SL1344_RS11180,645,214,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2271348,2272049,-,,,,,,,SL1344_RS11185,702,,old_locus_tag=SL1344_2154
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2271348,2272049,-,WP_000170621.1,WP_000170621.1,,FAA hydrolase family protein,,,SL1344_RS11185,702,233,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2272065,2273102,-,,,,,gtdA,,SL1344_RS11190,1038,,old_locus_tag=SL1344_2155
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2272065,2273102,-,WP_001289857.1,WP_001289857.1,,"gentisate 1,2-dioxygenase",gtdA,,SL1344_RS11190,1038,345,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2273114,2274472,-,,,,,,,SL1344_RS11195,1359,,old_locus_tag=SL1344_2156
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2273114,2274472,-,WP_000194222.1,WP_000194222.1,,sugar transporter,,,SL1344_RS11195,1359,452,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2274598,2275506,+,,,,,,,SL1344_RS11200,909,,old_locus_tag=SL1344_2157
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2274598,2275506,+,WP_000024658.1,WP_000024658.1,,LysR family transcriptional regulator,,,SL1344_RS11200,909,302,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2275638,2276036,+,,,,,,,SL1344_RS11205,399,,old_locus_tag=SL1344_2158
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2275638,2276036,+,WP_000045719.1,WP_000045719.1,,hypothetical protein,,,SL1344_RS11205,399,132,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2276033,2276728,+,,,,,,,SL1344_RS11210,696,,old_locus_tag=SL1344_2159
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2276033,2276728,+,WP_000989296.1,WP_000989296.1,,CidB/LrgB family autolysis modulator,,,SL1344_RS11210,696,231,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2276882,2277766,+,,,,,,,SL1344_RS11215,885,,old_locus_tag=SL1344_2160
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2276882,2277766,+,WP_000553526.1,WP_000553526.1,,cytidine deaminase,,,SL1344_RS11215,885,294,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2277943,2278662,+,,,,,,,SL1344_RS11220,720,,old_locus_tag=SL1344_2161
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2277943,2278662,+,WP_000920081.1,WP_000920081.1,,vancomycin high temperature exclusion protein,,,SL1344_RS11220,720,239,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2278659,2278904,+,,,,,,,SL1344_RS11225,246,,old_locus_tag=SL1344_2162
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2278659,2278904,+,WP_000605187.1,WP_000605187.1,,DUF2542 domain-containing protein,,,SL1344_RS11225,246,81,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2279109,2280350,+,,,,,,,SL1344_RS11230,1242,,old_locus_tag=SL1344_2163
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2279109,2280350,+,WP_001136409.1,WP_001136409.1,,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,,,SL1344_RS11230,1242,413,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2280344,2281579,+,,,,,,,SL1344_RS11235,1236,,old_locus_tag=SL1344_2164
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2280344,2281579,+,WP_000956095.1,WP_000956095.1,,dihydropyrimidine dehydrogenase subunit B,,,SL1344_RS11235,1236,411,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2281654,2282664,-,,,,,,,SL1344_RS11240,1011,,old_locus_tag=SL1344_2165
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2281654,2282664,-,WP_001275101.1,WP_001275101.1,,galactoside ABC transporter permease,,,SL1344_RS11240,1011,336,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2282680,2284200,-,,,,,,,SL1344_RS11245,1521,,old_locus_tag=SL1344_2166
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2282680,2284200,-,WP_000535905.1,WP_000535905.1,,galactose/methyl galactoside ABC transporter ATP-binding protein MglA,,,SL1344_RS11245,1521,506,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2284334,2285332,-,,,,,,,SL1344_RS11250,999,,old_locus_tag=SL1344_2167
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2284334,2285332,-,WP_001036943.1,WP_001036943.1,,galactose ABC transporter substrate-binding protein,,,SL1344_RS11250,999,332,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2285831,2286853,-,,,,,,,SL1344_RS11255,1023,,old_locus_tag=SL1344_2168
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2285831,2286853,-,WP_000628631.1,WP_000628631.1,,transcriptional regulator,,,SL1344_RS11255,1023,340,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2287003,2288145,-,,,,,,,SL1344_RS11260,1143,,old_locus_tag=SL1344_2169
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2287003,2288145,-,WP_001526153.1,WP_001526153.1,,DUF418 family protein,,,SL1344_RS11260,1143,380,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2288160,2288828,-,,,,,,,SL1344_RS11265,669,,old_locus_tag=SL1344_2170
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2288160,2288828,-,WP_001139611.1,WP_001139611.1,,GTP cyclohydrolase I FolE,,,SL1344_RS11265,669,222,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2288997,2289230,+,,,,,,,SL1344_RS25550,234,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2288997,2289230,+,WP_012209975.1,WP_012209975.1,,hypothetical protein,,,SL1344_RS25550,234,77,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2289158,2290015,+,,,,,fghA,,SL1344_RS11270,858,,old_locus_tag=SL1344_2171
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2289158,2290015,+,WP_000425488.1,WP_000425488.1,,S-formylglutathione hydrolase,fghA,,SL1344_RS11270,858,285,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2290004,2290393,-,,,,,,,SL1344_RS11275,390,,old_locus_tag=SL1344_2172
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2290004,2290393,-,WP_000876817.1,WP_000876817.1,,XRE family transcriptional regulator,,,SL1344_RS11275,390,129,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2290398,2291765,-,,,,,,,SL1344_RS11280,1368,,old_locus_tag=SL1344_2173
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2290398,2291765,-,WP_000443208.1,WP_000443208.1,,L-serine ammonia-lyase,,,SL1344_RS11280,1368,455,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2291982,2292869,+,,,,,serB,,SL1344_RS11285,888,,old_locus_tag=SL1344_2174
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2291982,2292869,+,WP_000022915.1,WP_000022915.1,,phosphoserine phosphatase SerB,serB,,SL1344_RS11285,888,295,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2292902,2294224,+,,,,,,,SL1344_RS11290,1323,,old_locus_tag=SL1344_2175
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2292902,2294224,+,WP_000023807.1,WP_000023807.1,,MFS transporter,,,SL1344_RS11290,1323,440,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2294268,2296259,-,,,,,,,SL1344_RS11295,1992,,old_locus_tag=SL1344_2176
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2294268,2296259,-,WP_000488255.1,WP_000488255.1,,catecholate siderophore receptor CirA,,,SL1344_RS11295,1992,663,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2296162,2296467,+,,,,,,,SL1344_RS25555,306,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2296162,2296467,+,WP_014344107.1,WP_014344107.1,,hypothetical protein,,,SL1344_RS25555,306,101,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2296604,2298073,-,,,,,,,SL1344_RS11300,1470,,old_locus_tag=SL1344_2177
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2296604,2298073,-,WP_000535005.1,WP_000535005.1,,amino acid permease,,,SL1344_RS11300,1470,489,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2298263,2299126,-,,,,,,,SL1344_RS11305,864,,old_locus_tag=SL1344_2178
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2298263,2299126,-,WP_000548308.1,WP_000548308.1,,LysR family transcriptional regulator,,,SL1344_RS11305,864,287,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2299247,2300296,+,,,,,,,SL1344_RS11310,1050,,old_locus_tag=SL1344_2179
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2299247,2300296,+,WP_000137961.1,WP_000137961.1,,YeiH family putative sulfate export transporter,,,SL1344_RS11310,1050,349,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2300375,2301232,+,,,,,,,SL1344_RS11315,858,,old_locus_tag=SL1344_2180
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2300375,2301232,+,WP_000873909.1,WP_000873909.1,,endonuclease,,,SL1344_RS11315,858,285,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2301297,2302985,-,,,,,,,SL1344_RS11320,1689,,old_locus_tag=SL1344_2181
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2301297,2302985,-,WP_000854414.1,WP_000854414.1,,PTS fructose transporter subunit IIBC,,,SL1344_RS11320,1689,562,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2303002,2303940,-,,,,,,,SL1344_RS11325,939,,old_locus_tag=SL1344_2182
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2303002,2303940,-,WP_000091249.1,WP_000091249.1,,1-phosphofructokinase,,,SL1344_RS11325,939,312,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2303940,2305070,-,,,,,,,SL1344_RS11330,1131,,old_locus_tag=SL1344_2183
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2303940,2305070,-,WP_000487287.1,WP_000487287.1,,multiphosphoryl transfer protein,,,SL1344_RS11330,1131,376,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2305439,2306620,+,,,,,,,SL1344_RS11335,1182,,old_locus_tag=SL1344_2184
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2305439,2306620,+,WP_000551937.1,WP_000551937.1,,sugar efflux transporter SetB,,,SL1344_RS11335,1182,393,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2306685,2307350,-,,,,,,,SL1344_RS11340,666,,old_locus_tag=SL1344_2185
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2306685,2307350,-,WP_001213882.1,WP_001213882.1,,membrane protein,,,SL1344_RS11340,666,221,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2307352,2307474,-,,,,,,,SL1344_RS11345,123,,old_locus_tag=SL1344_2186
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2307352,2307474,-,WP_001519564.1,WP_001519564.1,,membrane protein,,,SL1344_RS11345,123,40,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2307862,2308116,-,,,,,,,SL1344_RS11350,255,,old_locus_tag=SL1344_2187
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2307862,2308116,-,WP_010989043.1,WP_010989043.1,,YkgJ family cysteine cluster protein,,,SL1344_RS11350,255,84,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2308440,2309012,+,,,,,,,SL1344_RS11355,573,,old_locus_tag=SL1344_2188
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2308440,2309012,+,WP_001136822.1,WP_001136822.1,,elongation factor P-like protein YeiP,,,SL1344_RS11355,573,190,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2309225,2310211,+,,,,,,,SL1344_RS11360,987,,old_locus_tag=SL1344_2189
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2309225,2310211,+,WP_000169350.1,WP_000169350.1,,GTP-binding protein,,,SL1344_RS11360,987,328,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2310241,2310960,+,,,,,,,SL1344_RS11365,720,,old_locus_tag=SL1344_2190
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2310241,2310960,+,WP_000178095.1,WP_000178095.1,,phosphatase PAP2 family protein,,,SL1344_RS11365,720,239,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2311138,2311368,-,,,,,,,SL1344_RS25560,231,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2311138,2311368,-,WP_014344110.1,WP_014344110.1,,hypothetical protein,,,SL1344_RS25560,231,76,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2311374,2311946,+,,,,,,,SL1344_RS11370,573,,old_locus_tag=SL1344_2191
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2311374,2311946,+,WP_000241015.1,WP_000241015.1,,bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase,,,SL1344_RS11370,573,190,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2312018,2312203,+,,,,,,,SL1344_RS25565,186,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2312018,2312203,+,WP_071533038.1,WP_071533038.1,,hypothetical protein,,,SL1344_RS25565,186,61,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2312272,2313828,+,,,,,,,SL1344_RS11375,1557,,old_locus_tag=SL1344_2192
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2312272,2313828,+,WP_000957746.1,WP_000957746.1,,phage resistance protein,,,SL1344_RS11375,1557,518,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2313935,2315740,+,,,,,,,SL1344_RS11380,1806,,old_locus_tag=SL1344_2193
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2313935,2315740,+,WP_000561748.1,WP_000561748.1,,ABC transporter substrate-binding protein,,,SL1344_RS11380,1806,601,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2315750,2316844,+,,,,,,,SL1344_RS11385,1095,,old_locus_tag=SL1344_2194
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2315750,2316844,+,WP_000501623.1,WP_000501623.1,,microcin C ABC transporter permease YejB,,,SL1344_RS11385,1095,364,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2316844,2317869,+,,,,,,,SL1344_RS11390,1026,,old_locus_tag=SL1344_2195
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2316844,2317869,+,WP_001137764.1,WP_001137764.1,,ABC transporter permease,,,SL1344_RS11390,1026,341,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2317871,2319460,+,,,,,,,SL1344_RS11395,1590,,old_locus_tag=SL1344_2196
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2317871,2319460,+,WP_000203622.1,WP_000203622.1,,microcin C ABC transporter ATP-binding protein YejF,,,SL1344_RS11395,1590,529,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2319464,2319808,-,,,,,,,SL1344_RS11400,345,,old_locus_tag=SL1344_2197
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2319464,2319808,-,WP_001094639.1,WP_001094639.1,,hypothetical protein,,,SL1344_RS11400,345,114,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2320199,2321389,-,,,,,,,SL1344_RS11410,1191,,old_locus_tag=SL1344_2198
